iter	Logloss
127	0.3934627649
128	0.3930769874
129	0.3928712887
130	0.3925437605
131	0.3923732329
132	0.392149447
133	0.3919069667
134	0.3917309675
135	0.3914556447
136	0.3911850388
137	0.3909059359
138	0.3907416674
139	0.3905805533
140	0.3902946261
141	0.3900783116
142	0.3898727965
143	0.3898440869
144	0.3897578609
145	0.3896870949
146	0.3894764502
147	0.3891289734
148	0.3890734847
149	0.3888313866
150	0.3888134645
151	0.3887499662
152	0.388483479
153	0.3882914248
154	0.388192491
155	0.3880673228
156	0.3878838694
157	0.3878647501
158	0.3877371756
159	0.38752028
160	0.3874263075
161	0.3874151275
162	0.3871196989
163	0.3870320915
164	0.3868686906
165	0.3868396326
166	0.3868140543
167	0.3867532953
168	0.3867266113
169	0.3867116102
170	0.3866390825
171	0.3864993557
172	0.3863365678
173	0.386113916
174	0.3860894452
175	0.3859037875
176	0.3858115632
177	0.3855970556
178	0.3855442085
179	0.3855275309
180	0.3854219635
181	0.3853708248
182	0.3850861715
183	0.3849166387
184	0.3848011287
185	0.3847730605
186	0.3847539206
187	0.3846340242
188	0.3846033516
189	0.3845776299
190	0.3845596192
191	0.3845210628
192	0.3844768295
193	0.384429056
194	0.3844003488
195	0.3843321405
196	0.3842782653
197	0.3842458926
198	0.3842205157
199	0.3841882537
200	0.3839532226
201	0.3837837796
202	0.383755918
203	0.3835697288
204	0.3834033931
205	0.383306998
206	0.3832843499
207	0.3832497239
208	0.3831731403
209	0.3831531633
210	0.3831192312
211	0.3830675145
212	0.3829553468
213	0.3829311567
214	0.3828986974
215	0.3827935648
216	0.3827075334
217	0.3826783726
218	0.3826497128
219	0.38262647
220	0.3825841341
221	0.3825539294
222	0.3825351178
223	0.3825021051
224	0.3824594767
225	0.3821710663
226	0.3821200594
227	0.382092487
228	0.3820733949
229	0.3820439252
230	0.3820185988
231	0.3819951354
232	0.3819647124
233	0.3819371984
234	0.3819166076
235	0.3818903118
236	0.3818735606
237	0.3818574263
238	0.3818140199
239	0.3817842232
240	0.3817528892
241	0.3816739224
242	0.3816444214
243	0.3815437864
244	0.3815147141
245	0.3814821687
246	0.3814620725
247	0.3814088343
248	0.3813005996
249	0.3812779643
250	0.381259017
251	0.3812141348
252	0.3811925187
253	0.3811271538
254	0.3811011399
255	0.3810744597
256	0.3810398796
257	0.381032124
258	0.3809664732
259	0.3809331319
260	0.3809022452
261	0.380883324
262	0.3808557981
263	0.3808034174
264	0.3806361616
265	0.3806232067
266	0.3803470625
267	0.3803171101
268	0.3802705238
269	0.3800516815
270	0.3799697134
271	0.3799404645
272	0.37991748
273	0.3798690827
274	0.3798397866
275	0.3797203619
276	0.3796996039
277	0.3796794675
278	0.3796553706
279	0.3796337605
280	0.379606448
281	0.3795644996
282	0.3795417131
283	0.3795189419
284	0.3794796975
285	0.3794519282
286	0.3794238853
287	0.3793960542
288	0.3793705783
289	0.3793448641
290	0.3793256164
291	0.3792677223
292	0.3792441134
293	0.3792272207
294	0.3791774689
295	0.3791440429
296	0.3791210514
297	0.3789932308
298	0.3789338511
299	0.3789123186
300	0.3788777701
301	0.3787811554
302	0.3787533371
303	0.3787197434
304	0.3786779114
305	0.3785955359
306	0.3785480193
307	0.3785088228
308	0.3784929182
309	0.3784588501
310	0.3784386382
311	0.3784191347
312	0.3783959418
313	0.3783696792
314	0.3783539531
315	0.3783198425
316	0.3782894897
317	0.3782663304
318	0.3781727241
319	0.3781532818
320	0.3781001081
321	0.3780766917
322	0.3780498561
323	0.3780210724
324	0.3779976806
325	0.3779750909
326	0.3779453292
327	0.377918594
328	0.3778937857
329	0.3778574238
330	0.3778334647
331	0.3778232353
332	0.377792854
333	0.3777697479
334	0.3777429505
335	0.3777075032
336	0.3776845446
337	0.3776613884
338	0.3776463172
339	0.3776122511
340	0.3775778487
341	0.3775506336
342	0.3775230123
343	0.3774984059
344	0.3774643691
345	0.3774270385
346	0.3773981145
347	0.3773752953
348	0.3773468749
349	0.3772175922
350	0.3771826378
351	0.3771569029
352	0.3771254847
353	0.3771056835
354	0.377081467
355	0.3770460996
356	0.3769886538
357	0.3769596614
358	0.3769273266
359	0.3768969879
360	0.3768749644
361	0.3768406819
362	0.3768097584
363	0.3767719076
364	0.3767445623
365	0.3767170389
366	0.3766687466
367	0.3766327289
368	0.3765993484
369	0.3763488656
370	0.3763058181
371	0.3762775888
372	0.3762484244
373	0.376223781
374	0.3761954781
375	0.3761582893
376	0.376132241
377	0.3761023378
378	0.376065839
379	0.3760305526
380	0.3760027147
381	0.3759611993
382	0.3759347554
383	0.3758994154
384	0.37586136
385	0.3758290042
386	0.3757838734
387	0.3757454212
388	0.3757163438
389	0.3756863046
390	0.3756482904
391	0.3756039047
392	0.3755725223
393	0.3755353297
394	0.3754910183
395	0.3754512688
396	0.3752711237
397	0.3752389255
398	0.3752005565
399	0.3750034514
400	0.3749709911
401	0.3749378423
402	0.3748971019
403	0.3748700105
404	0.3748245751
405	0.3747872268
406	0.3747441343
407	0.3747077524
408	0.3746777308
409	0.3746352442
410	0.3745942316
411	0.3745541274
412	0.3745161087
413	0.3744831574
414	0.3744368812
415	0.3743864987
416	0.3743542974
417	0.3743103333
418	0.3742690574
419	0.3742258338
420	0.3741874726
421	0.3741499335
422	0.3741100507
423	0.3740708213
424	0.3740345402
425	0.3739894937
426	0.3739435811
427	0.3739105125
428	0.3738735375
429	0.3738313577
430	0.3737870066
431	0.373740659
432	0.373698867
433	0.3736499126
434	0.3736135871
435	0.3734903946
436	0.3734443896
437	0.3734009927
438	0.3733502189
439	0.373304952
440	0.3732592555
441	0.3732159401
442	0.3731654259
443	0.3731206373
444	0.3730730736
445	0.3730282868
446	0.3729946998
447	0.3729527317
448	0.3729090229
449	0.3728599799
450	0.3728136306
451	0.3727711815
452	0.3727279101
453	0.3726810854
454	0.3726353881
455	0.3725969375
456	0.3725486369
457	0.3724993362
458	0.3724524635
459	0.3724022532
460	0.3723563778
461	0.3723061197
462	0.3722624616
463	0.3722121193
464	0.3721605192
465	0.3721097004
466	0.3720640467
467	0.372017524
468	0.3719707418
469	0.3719186634
470	0.3716920714
471	0.3716461988
472	0.371591604
473	0.3715430414
474	0.3714927869
475	0.3714446529
476	0.3713966546
477	0.3713470503
478	0.3712971856
479	0.3712480598
480	0.3712022307
481	0.3711522784
482	0.3711045839
483	0.3710530265
484	0.371003812
485	0.3709547721
486	0.3709092
487	0.3708625029
488	0.3708141574
489	0.3707640749
490	0.3707142972
491	0.3706665141
492	0.3706177302
493	0.3705660861
494	0.3705166981
495	0.3704685253
496	0.3704196148
497	0.3703693153
498	0.3703191894
499	0.3702698448
500	0.3702204144
501	0.370171416
502	0.3701227226
503	0.3700740734
504	0.3700275492
505	0.3699793322
506	0.3699324617
507	0.3698821189
508	0.3698339029
509	0.3697890271
510	0.369739726
511	0.3696959797
512	0.3696481544
513	0.3695999374
514	0.3695538472
515	0.3695090592
516	0.3694621454
517	0.3694155334
518	0.3693688366
519	0.3693228333
520	0.3692757449
521	0.3692288745
522	0.3691817417
523	0.3691376057
524	0.3690916458
525	0.3690456425
526	0.3690013745
527	0.368955024
528	0.3689098453
529	0.3688650139
530	0.3688201826
531	0.3687741359
532	0.3687285657
533	0.3686845166
534	0.3686385133
535	0.3685928138
536	0.3685468539
537	0.3685028897
538	0.3684588821
539	0.3684149631
540	0.368370478
541	0.3683252127
542	0.3682818126
543	0.3682384145
544	0.3681947542
545	0.3681501389
546	0.3681061331
547	0.3680613885
548	0.3680174677
549	0.3679736771
550	0.3679310159
551	0.3678862713
552	0.3678428713
553	0.3677983438
554	0.367753904
555	0.3677108947
556	0.3676675815
557	0.3676250939
558	0.3675812174
559	0.3675382949
560	0.3674957205
561	0.3674527989
562	0.3674104415
563	0.3673673888
564	0.3673250739
565	0.3672817626
566	0.367239491
567	0.3671973064
568	0.3671543423
569	0.3671124614
570	0.3670698427
571	0.3670273985
572	0.3669851713
573	0.3669427706
574	0.3669011935
575	0.3668594428
576	0.3668172166
577	0.3667755962
578	0.3667344532
579	0.3666927902
580	0.3666513877
581	0.3666099842
582	0.3665685818
583	0.3665276566
584	0.3664861674
585	0.3664451979
586	0.3664044455
587	0.3663635648
588	0.3663228557
589	0.3662815391
590	0.3662409622
591	0.3662003834
592	0.3661600216
593	0.3661192277
594	0.3660790785
595	0.366038761
596	0.3659986596
597	0.3659582119
598	0.3659180256
599	0.3658777072
600	0.3658379106
601	0.3657978101
602	0.3657573615
603	0.3657174781
604	0.3656775088
605	0.3656377545
606	0.3655980013
607	0.3655580744
608	0.3655183212
609	0.3654790879
610	0.365231057
611	0.3651911302
612	0.3651518101
613	0.3651122306
614	0.3650732578
615	0.3650340255
616	0.3649946186
617	0.3649552126
618	0.3649161529
619	0.3648768329
620	0.3648376883
621	0.3647986286
622	0.364759569
623	0.3645343521
624	0.3644955962
625	0.36445658
626	0.3642410105
627	0.3642019075
628	0.3641633914
629	0.3641243742
630	0.3640858363
631	0.3640471022
632	0.3640087379
633	0.3639701765
634	0.3639316386
635	0.3638930998
636	0.3638544741
637	0.3638158277
638	0.3637775719
639	0.3637392457
640	0.3637013371
641	0.3636629936
642	0.3636249972
643	0.3635869801
644	0.363549114
645	0.3635111195
646	0.3634730581
647	0.3634350834
648	0.3633970672
649	0.3633592444
650	0.3633213141
651	0.363283296
652	0.3632456053
653	0.3632076089
654	0.3631700475
655	0.3631325503
656	0.3630948759
657	0.363057206
658	0.3630197747
659	0.3627614793
660	0.3627235706
661	0.3626865082
662	0.3626487948
663	0.3626114721
664	0.362574019
665	0.3625366746
666	0.3624992867
667	0.3624620073
668	0.3624249015
669	0.3623877306
670	0.3623504078
671	0.3623132586
672	0.3622759574
673	0.3622389785
674	0.3622019585
675	0.3621648319
676	0.3621279171
677	0.362091116
678	0.3620541611
679	0.3620172949
680	0.3619804938
681	0.3619438428
682	0.3619071501
683	0.3618705174
684	0.3618339723
685	0.361797257
686	0.3617605002
687	0.3617240888
688	0.3616873094
689	0.361650963
690	0.3616142477
691	0.3615777938
692	0.3615412096
693	0.3615047557
694	0.3614683442
695	0.3614319979
696	0.3613956308
697	0.3613592844
698	0.3613230919
699	0.3612867672
700	0.3610814366
701	0.3610452213
702	0.3610091354
703	0.3609730495
704	0.3609367683
705	0.3609007918
706	0.3608648752
707	0.3608289637
708	0.3607931382
709	0.3607570532
710	0.3607211191
711	0.3606851643
712	0.3606492303
713	0.360613384
714	0.360419074
715	0.360383206
716	0.3603473154
717	0.3603115776
718	0.3602758389
719	0.3602403615
720	0.3602047279
721	0.3601688816
722	0.3601333555
723	0.3600978347
724	0.3600624214
725	0.3600267497
726	0.3599912713
727	0.3599558807
728	0.3599203589
729	0.3598849466
730	0.3598495994
731	0.3598143163
732	0.3597791167
733	0.3597437261
734	0.3597085534
735	0.3596732269
736	0.3596380316
737	0.3596029187
738	0.3595675931
739	0.3595324845
740	0.3592892522
741	0.3592538824
742	0.3592188599
743	0.3591836811
744	0.3591486161
745	0.3591136162
746	0.3590786805
747	0.3590439149
748	0.3590088055
749	0.3589738273
750	0.3589390217
751	0.3589041293
752	0.358869303
753	0.3588346025
754	0.358799862
755	0.3587650366
756	0.358730488
757	0.3586955522
758	0.3586611381
759	0.3586263325
760	0.3585917458
761	0.358557244
762	0.3585225695
763	0.3584881988
764	0.3584536536
765	0.3584191971
766	0.3582250512
767	0.3581905895
768	0.3581562796
769	0.3581216042
770	0.3580871693
771	0.3580530147
772	0.3580187091
773	0.3579845511
774	0.3579505493
775	0.3579162438
776	0.3578821108
777	0.3578480005
778	0.35781376
779	0.3577798243
780	0.3577457574
781	0.3577119075
782	0.3576780142
783	0.3576439464
784	0.357610053
785	0.3575761598
786	0.3575424184
787	0.3575083949
788	0.3574746067
789	0.3574409738
790	0.3574071403
791	0.3573733998
792	0.3573398971
793	0.3573059387
794	0.3572723284
795	0.3570175991
796	0.3569839411
797	0.3569502614
798	0.3569166666
799	0.3568830563
800	0.3568493799
801	0.3568157696
802	0.3567823093
803	0.3567488726
804	0.3567153265
805	0.3566818464
806	0.3566485597
807	0.3566151621
808	0.3565817201
809	0.3565484536
810	0.3565149291
811	0.3564816659
812	0.3564484018
813	0.3564147254
814	0.3563817001
815	0.3563484369
816	0.3563152997
817	0.3562819931
818	0.356248729
819	0.3562156091
820	0.3561826488
821	0.3561495549
822	0.3561165487
823	0.3560833496
824	0.3560503208
825	0.3560174014
826	0.3557805348
827	0.3557473985
828	0.3557141769
829	0.3556812176
830	0.3556482582
831	0.3556153631
832	0.3555822943
833	0.3555494426
834	0.3555165484
835	0.3554837357
836	0.3554508849
837	0.3554179463
838	0.3553850087
839	0.3553524173
840	0.3553196664
841	0.3552870499
842	0.3552543301
843	0.3552215651
844	0.3551889704
845	0.3551563539
846	0.355123937
847	0.3550911069
848	0.3550585607
849	0.3550258391
850	0.3549933571
851	0.3549607657
852	0.3549283454
853	0.354895906
854	0.3548634423
855	0.3548310678
856	0.3545000496
857	0.3544673715
858	0.3544349538
859	0.3544024059
860	0.3543701184
861	0.3543377875
862	0.3543055
863	0.3542730824
864	0.3542408599
865	0.354208464
866	0.3541763076
867	0.3541440635
868	0.3541118194
869	0.3540796404
870	0.353847206
871	0.3538148277
872	0.3537829725
873	0.3537506418
874	0.353718462
875	0.3536864742
876	0.3536543388
877	0.3536223501
878	0.3535903406
879	0.3535584178
880	0.3535264984
881	0.353494645
882	0.3534627057
883	0.3534306126
884	0.3533987776
885	0.3533669841
886	0.3533351089
887	0.3533031903
888	0.3532715072
889	0.3532398273
890	0.3532080573
891	0.353176333
892	0.3531443936
893	0.3531127138
894	0.353081073
895	0.3530495209
896	0.3530179494
897	0.3529861393
898	0.3529545211
899	0.3529230157
900	0.3528915962
901	0.3528598086
902	0.3528284065
903	0.3527969011
904	0.3527654338
905	0.3527341247
906	0.35270268
907	0.3526712571
908	0.3526395563
909	0.3526082853
910	0.3525769968
911	0.3525454035
912	0.3525142887
913	0.3524829308
914	0.3524515772
915	0.3522115314
916	0.3521802811
917	0.3521487982
918	0.3521175914
919	0.352086434
920	0.3520551888
921	0.3520238951
922	0.3519928203
923	0.351961702
924	0.3519304993
925	0.3518991891
926	0.3518679873
927	0.351836895
928	0.3518058234
929	0.3517747085
930	0.35174342
931	0.3517125003
932	0.3516814689
933	0.3516506101
934	0.3516196036
935	0.3515887274
936	0.3515578903
937	0.3515269031
938	0.3514960476
939	0.3514651506
940	0.3514343752
941	0.3514034338
942	0.351372449
943	0.3513416604
944	0.3513108666
945	0.3512800564
946	0.3512493546
947	0.3512185
948	0.3511878148
949	0.3509014881
950	0.350870738
951	0.3508397966
952	0.3508090507
953	0.350778434
954	0.3507479225
955	0.3507169387
956	0.3506864045
957	0.3506558506
958	0.350345642
959	0.3503150655
960	0.3501129597
961	0.3500822337
962	0.3500517181
963	0.3500210775
964	0.3499904783
965	0.3499599919
966	0.3499294554
967	0.3498990558
968	0.3498686094
969	0.3498380545
970	0.3498077525
971	0.3497773754
972	0.3497467812
973	0.3497166211
974	0.349686244
975	0.3496557367
976	0.3496255299
977	0.3495952396
978	0.3495649884
979	0.349534825
980	0.3493035499
981	0.3492731945
982	0.3492429225
983	0.3492126539
984	0.3491823636
985	0.3491520473
986	0.3491220183
987	0.3490918114
988	0.3490616687
989	0.3490314652
990	0.3490013875
991	0.3489714887
992	0.3489414162
993	0.3489112301
994	0.3488810708
995	0.3488511418
996	0.3488211335
997	0.3487911261
998	0.3487611786
999	0.3487312321
